"Claim No","State","CLASS","Gender","Age","Claim Amount"
"H03666","STATE 15","C1B","F",60,3072.49
"H03667","STATE 15","C71","M",60,2905.94
"H03668","STATE 15","C7B","M",60,2875.49
"H03669","STATE 03","C7B","F",60,2784.11
"H03670","STATE 15","C7 ","M",60,2765.27
"H03671","STATE 12","C71","M",60,2630.5
"H03672","STATE 01","C7 ","M",60,2573.54
"H03673","STATE 13","C11","M",60,2510.38
"H03674","STATE 02","C7B","M",60,2429.34
"H03675","STATE 15","C7 ","M",,2386.46
"H03676","STATE 06","C11","F",60,2366.28
"H03677","STATE 15","C7B","M",60,2330.16
"H03678","STATE 15","C71","F",60,2264.69
"H03679","STATE 02","C11","M",60,2192.2
"H03680","STATE 10","C11","F",,2176.58
"H03681","STATE 04","C7 ","M",60,2128.29
"H03682","STATE 04","C71","F",60,2100
"H03683","STATE 06","C1 ","M",60,2094.82
"H03684","STATE 15","C1B","M",60,2008.16
"H03685","STATE 02","C11","M",60,1897.85
"H03686","STATE 02","C1 ","M",60,1876.31
"H03687","STATE 15","C71","M",60,1875
"H03688","STATE 15","C7B","M",60,1861.83
"H03689","STATE 15","C11","F",60,1858.99
"H03690","STATE 15","F71","F",60,1806.09
"H03691","STATE 03","C1 ","M",60,1789.33
"H03692","STATE 15","C1B","M",60,1776.47
"H03693","STATE 10","C71","M",60,1735.48
"H03694","STATE 15","C7 ","F",60,1690.06
"H03695","STATE 02","C7B","M",60,1671.48
"H03696","STATE 01","C11","M",60,1669.4
"H03697","STATE 13","C11","M",60,1662.63
"H03698","STATE 15","C1 ","M",60,1620.64
"H03699","STATE 15","C7 ","F",60,1595.82
"H03700","STATE 02","C7 ","M",60,1530.22
"H03701","STATE 02","C71","M",60,1523.47
"H03702","STATE 17","C71","M",60,1497.41
"H03703","STATE 04","C7C","M",60,1455.22
"H03704","STATE 04","C71","F",60,1410.84
"H03705","STATE 15","C7B","F",60,1400
"H03706","STATE 06","C11","F",60,1395.42
"H03707","STATE 07","C71","F",60,1325.54
"H03708","STATE 12","C11","F",60,1315.17
"H03709","STATE 07","C71","M",60,1314.46
"H03710","STATE 15","C7A","M",60,1312.52
"H03711","STATE 02","C1 ","M",60,1297.33
"H03712","STATE 13","C1 ","M",60,1292.93
"H03713","STATE 15","C7 ","F",60,1285.58
"H03714","STATE 15","C71",,60,1276
"H03715","STATE 15","C7 ","F",60,1262.99
"H03716","STATE 04","C7 ",,60,1250
"H03717","STATE 15","C11","F",60,1240.52
"H03718","STATE 15","C7B","F",60,1238.39
"H03719","STATE 02","C11","M",60,1221.73
"H03720","STATE 15","C11","M",60,1209.89
"H03721","STATE 15","C7 ","M",60,1200
"H03722","STATE 14","C71","M",60,1197.32
"H03723","STATE 06","C1 ","F",60,1189.85
"H03724","STATE 15","C71","M",60,1189.76
"H03725","STATE 06","C7B","M",60,1160.56
"H03726","STATE 15","C1B","M",60,1152.26
"H03727","STATE 15","C7 ","M",60,1130.8
"H03728","STATE 13","C71","M",60,1126.69
"H03729","STATE 02","C11","M",60,1114.63
"H03730","STATE 15","C1A","M",60,1110.53
"H03731","STATE 10","C7B","F",60,1086.8
"H03732","STATE 15","C7B","M",60,1061.28
"H03733","STATE 13","C1B","M",60,1054.91
"H03734","STATE 10","C7B","M",60,1029.88
"H03735","STATE 15","C7B","M",60,1018.5
"H03736","STATE 15","C7B","F",60,1017.39
"H03737","STATE 04","C7B","F",60,1000.6
"H03738","STATE 14","C1B","M",60,1000
"H03739","STATE 17","C7B","M",60,992.48
"H03740","STATE 06","C11","F",60,979.5
"H03741","STATE 15","C1B","F",60,957.98
"H03742","STATE 15","C71","M",60,948.94
"H03743","STATE 12","C11","M",60,947.84
"H03744","STATE 06","C71","M",60,936.07
"H03745","STATE 13","C1A","F",60,930.2
"H03746","STATE 03","C71","M",60,926.2
"H03747","STATE 02","C11","F",60,922.58
"H03748","STATE 02","C7B","M",60,901.5
"H03749","STATE 15","C11","M",60,898.97
"H03750","STATE 15","C1B","M",60,897.26
"H03751","STATE 07","C71","M",60,894.06
"H03752","STATE 02","C71","M",60,891.95
"H03753","STATE 15","C11","M",60,888.11
"H03754","STATE 02","C1 ","M",60,862.24
"H03755","STATE 15","C2 ","M",60,851.2
"H03756","STATE 17","C71","M",60,842.66
"H03757","STATE 06","C1 ","F",60,842.62
"H03758","STATE 02","C7 ","M",60,840.11
"H03759","STATE 15","C11","M",60,830.92
"H03760","STATE 17","C7 ","M",60,824.78
"H03761","STATE 15","C11","M",60,823.17
"H03762","STATE 06","C1 ","F",60,810.73
"H03763","STATE 17","C7 ","M",60,804.29
"H03764","STATE 06","C7 ","M",60,790.94
"H03765","STATE 04","C71","F",60,784.79
"H03766","STATE 15","C72","M",60,783.74
"H03767","STATE 04","C7B","M",60,777.53
"H03768","STATE 15","C1B","M",60,767.54
"H03769","STATE 15","C11","M",60,765.24
"H03770","STATE 11","C71","F",60,756.78
"H03771","STATE 06","C1 ","M",60,743.49
"H03772","STATE 12","C1 ","M",60,740.11
"H03773","STATE 02","C1 ","F",60,738.34
"H03774","STATE 02","C71","M",60,726.48
"H03775","STATE 02","C7B","M",60,709.64
"H03776","STATE 14","C7 ","F",60,706.49
"H03777","STATE 02","C71","M",60,705.64
"H03778","STATE 02","C71","M",60,705.63
"H03779","STATE 02","C71","M",60,689.17
"H03780","STATE 17","C72","M",60,685.84
"H03781","STATE 02","C7 ","M",60,684.15
"H03782","STATE 15","C11","M",60,677.36
"H03783","STATE 02","C71","M",60,673.49
"H03784","STATE 06","C1 ","F",60,672.91
"H03785","STATE 02","C7A","M",60,672.34
"H03786","STATE 10","C7A","M",60,667.19
"H03787","STATE 15","C7 ","M",60,663.2
"H03788","STATE 14","C71","F",60,659.74
"H03789","STATE 14","C11","M",60,650.55
"H03790","STATE 04","C71","M",60,630.35
"H03791","STATE 17","C7 ","M",60,627.89
"H03792","STATE 02","C1 ","F",60,616.14
"H03793","STATE 06","C1 ","M",60,614.66
"H03794","STATE 15","C7 ","M",60,613.97
"H03795","STATE 14","C11","M",60,599.02
"H03796","STATE 02","C71","F",60,580.71
"H03797","STATE 15","C7C",,60,580.04
"H03798","STATE 17","C71","M",60,576.61
"H03799","STATE 13","C7B","F",60,539.01
"H03800","STATE 15","C1 ","M",60,534.83
"H03801","STATE 02","C7B","F",60,533.19
"H03802","STATE 04","C71","F",60,518.26
"H03803","STATE 15","C11","M",60,518.09
"H03804","STATE 07","C7 ","F",60,518
"H03805","STATE 04","C7B","F",60,499
"H03806","STATE 01","C1 ","M",60,496.58
"H03807","STATE 06","C1A","F",60,494.32
"H03808","STATE 04","C71","F",60,490.48
"H03809","STATE 02","C7 ","F",60,468.37
"H03810","STATE 15","C7B","F",60,457.04
"H03811","STATE 10","C7B","M",60,445.68
"H03812","STATE 15","C11","M",60,435.72
"H03813","STATE 02","C1 ","M",60,435.27
"H03814","STATE 15","C71","F",60,435.24
"H03815","STATE 10","C11","M",60,432.66
"H03816","STATE 04","C7 ","M",60,429.37
"H03817","STATE 02","F7 ","M",60,425.74
"H03818","STATE 15","F71","M",60,420.91
"H03819","STATE 15","C7 ","M",60,420
"H03820","STATE 15","C7B","F",60,414.75
"H03821","STATE 02","C1B","M",60,414.67
"H03822","STATE 04","C71","M",60,393.71
"H03823","STATE 15","C71",,60,389.89
"H03824","STATE 15","C11","M",60,388.18
"H03825","STATE 02","C7B","F",60,374.37
"H03826","STATE 15","C7 ","F",60,366.88
"H03827","STATE 15","F71","M",60,365.56
"H03828","STATE 07","C7B","M",60,365.45
"H03829","STATE 06","C11","M",60,350
"H03830","STATE 15","C11","M",,335.91
"H03831","STATE 15","C71",,60,329.61
"H03832","STATE 10","C7A","M",60,320.63
"H03833","STATE 03","C1 ","F",60,310
"H03834","STATE 15","C7B",,60,265.1
"H03835","STATE 15","C7 ","M",60,250
"H03836","STATE 06","C71","M",,243.33
"H03837","STATE 17","C71","M",60,240.53
"H03838","STATE 03","C71","F",60,222.15
"H03839","STATE 15","C7B","M",60,216.51
"H03840","STATE 07","C7 ","F",60,155.04
"H03841","STATE 02","C71","M",60,152.66
"H03842","STATE 03","C1 ","M",60,145
"H03843","STATE 15","C71","M",60,120.91
"H03844","STATE 06","C7 ","M",60,116.66
"H03845","STATE 15","C71","M",60,112.14
"H03846","STATE 15","C11","M",60,97.7
"H03847","STATE 17","C71","F",59,22885.86
"H03848","STATE 17","C71","F",59,15491.64
"H03849","STATE 02","C7B","F",59,14716.81
"H03850","STATE 02","C7 ","M",59,10059.46
"H03851","STATE 14","C1 ","M",59,8574.48
"H03852","STATE 15","C7C","M",59,
"H03853","STATE 01","C71","F",59,-250
"H03854","STATE 04","C71","M",59,7522.19
"H03855","STATE 10","C11","F",59,7362.41
"H03856","STATE 15","C11","M",59,7063.69
"H03857","STATE 06","C1 ","F",59,6630.91
"H03858","STATE 04","C7 ","M",59,
"H03859","STATE 15","C7B","M",59,5977.12
"H03860","STATE 06","C1B","M",59,5454.3
"H03861","STATE 10","C7B","M",59,
"H03862","STATE 15","C71","F",59,5256.75
"H03863","STATE 15","C71",,59,4902.06
"H03864","STATE 07","C72","M",59,
"H03865","STATE 15","C1B","F",59,4465.03
"H03866","STATE 06","C1 ","M",59,
"H03867","STATE 06","C7B","M",59,
"H03868","STATE 04","C71","M",59,
"H03869","STATE 15","C1B","M",59,4082.91
"H03870","STATE 04","C71","M",59,4019.32
"H03871","STATE 17","C71","M",59,3905.09
"H03872","STATE 04","C71","M",59,3762.24
"H03873","STATE 14","C1 ","F",59,3451.91
"H03874","STATE 06","C7 ","M",59,3442.43
"H03875","STATE 15","C71",,59,3274.35
"H03876","STATE 15","C7A","M",59,3227.06
"H03877","STATE 06","C7B","M",59,3138.91
"H03878","STATE 02","C7 ","F",59,3105.06
"H03879","STATE 10","F71","M",59,3049.27
"H03880","STATE 02","C11","F",59,2875
"H03881","STATE 07","C72","M",59,2843.51
"H03882","STATE 17","C7A","F",59,2780
"H03883","STATE 15","C11","F",59,2751.55
"H03884","STATE 04","C7A","M",59,2723.67
"H03885","STATE 15","C71","F",59,2674.62
"H03886","STATE 03","C71","F",59,2544.87
"H03887","STATE 15","C11","M",59,2530.88
"H03888","STATE 02","C11","M",,2477
"H03889","STATE 06","C7 ","M",59,2475.55
"H03890","STATE 15","C1B","F",59,2474.41
"H03891","STATE 10","C7B","F",59,2471.81
"H03892","STATE 15","C72","M",59,2468.1
"H03893","STATE 02","C7B","M",59,2454.75
"H03894","STATE 10","C1 ","M",59,2435.85
"H03895","STATE 12","C7B","M",59,2415.22
"H03896","STATE 17","C71","F",59,2378.89
"H03897","STATE 06","C11","M",59,2371.69
"H03898","STATE 15","C71","M",59,2362.48
"H03899","STATE 15","C7B","M",59,2115.8
"H03900","STATE 15","C71","M",59,2102.93
"H03901","STATE 15","C7B","M",59,2058.73
"H03902","STATE 06","C7B","M",59,2045.43
"H03903","STATE 03","C7 ","F",59,2044.64
"H03904","STATE 15","C7 ","F",59,1995.85
"H03905","STATE 15","C71","F",59,1991.38
"H03906","STATE 06","C2 ","M",59,1974.82
"H03907","STATE 04","C72","M",59,1943.27
"H03908","STATE 15","C7 ","F",59,1893.3
"H03909","STATE 07","C71","M",59,1890
"H03910","STATE 06","C11","M",59,1865.35
"H03911","STATE 02","C11","M",59,1819.17
"H03912","STATE 17","C7 ","M",59,1801.24
"H03913","STATE 15","C1B","M",59,1764.2
"H03914","STATE 03","C7 ","M",59,1720.9
"H03915","STATE 15","C7B",,59,1709.44
"H03916","STATE 17","C7 ","F",59,1688.9
"H03917","STATE 10","C7B","F",59,1652.25
"H03918","STATE 15","C1B","F",59,1616.01
"H03919","STATE 15","C71","M",59,1605.1
"H03920","STATE 12","C7B","M",59,1575.03
"H03921","STATE 17","C7B","M",59,1567.05
"H03922","STATE 02","C7 ","M",59,1557.61
"H03923","STATE 15","C7B","F",59,1515.46
"H03924","STATE 15","C11","M",59,1500.94
"H03925","STATE 17","C7B","F",59,1499.08
"H03926","STATE 15","C7B","M",59,1498.2
"H03927","STATE 04","C71","M",59,1478.59
"H03928","STATE 04","F71","M",59,1476.15
"H03929","STATE 03","C7B","F",59,1469.03
"H03930","STATE 10","C11","F",59,1468.3
"H03931","STATE 11","C71","F",59,1455
"H03932","STATE 02","C7B","F",59,1402.38
"H03933","STATE 02","F71","M",59,1395.26
"H03934","STATE 02","C1B","M",59,1365.06
"H03935","STATE 04","C7A","M",59,1357.83
"H03936","STATE 12","C7 ","F",59,1357.79
"H03937","STATE 03","C11","M",59,1285.59
"H03938","STATE 17","C7 ","M",59,1272.79
"H03939","STATE 13","C11","M",59,1261.89
"H03940","STATE 04","C72","M",59,1254.8
"H03941","STATE 15","C1 ","M",59,1246.8
"H03942","STATE 02","C1B","F",59,1242.8
"H03943","STATE 15","C11","M",59,1224.98
"H03944","STATE 15","C71","M",59,1204.25
"H03945","STATE 06","C7C","M",59,1193.32
"H03946","STATE 06","C7B","M",59,1188.63
"H03947","STATE 15","C71","M",59,1167.93
"H03948","STATE 03","C1B","M",59,1159.07
"H03949","STATE 15","C1B","F",59,1135.89
"H03950","STATE 15","C7 ","M",,1125.84
"H03951","STATE 15","C71","M",59,1123.7
"H03952","STATE 17","C71","F",59,1102.55
"H03953","STATE 02","F7 ","M",59,1091.18
"H03954","STATE 04","C7B","M",59,1071.88
"H03955","STATE 15","C11","M",59,1069.03
"H03956","STATE 13","C7 ","M",59,1008.12
"H03957","STATE 15","C71",,59,1004.07
"H03958","STATE 13","C7 ","M",59,1002.01
"H03959","STATE 14","C71","M",59,997.98
"H03960","STATE 10","C1 ","F",59,985.7
"H03961","STATE 15","C1B","F",59,983.75
"H03962","STATE 02","C1B","M",59,962.13
"H03963","STATE 04","C7 ","M",59,961.88
"H03964","STATE 06","C7 ","M",59,957.68
"H03965","STATE 15","C7B","M",59,938.15
"H03966","STATE 15","C1B","M",59,917.8
"H03967","STATE 06","C1 ","M",59,914.81
"H03968","STATE 15","C71",,59,905.3
"H03969","STATE 15","F7 ","F",59,891.16
"H03970","STATE 13","C11","M",59,882.43
"H03971","STATE 15","C71","M",59,881.93
"H03972","STATE 10","C7B","F",59,876
"H03973","STATE 02","C11","M",59,875
"H03974","STATE 15","C7B","M",59,873.05
"H03975","STATE 15","C1 ","F",59,864.92
"H03976","STATE 13","C71","M",59,862.5
"H03977","STATE 15","C7 ","M",59,852
"H03978","STATE 15","C72","M",59,832.88
"H03979","STATE 12","C11","M",59,826.2
"H03980","STATE 06","C11","M",59,825.75
"H03981","STATE 04","C71","M",59,813.03
"H03982","STATE 01","C7 ","M",59,800
"H03983","STATE 06","C1 ","F",59,790.31
"H03984","STATE 04","C7C","F",59,785.12
"H03985","STATE 02","C71","M",59,781.8
"H03986","STATE 15","C1B","M",59,777.06
"H03987","STATE 02","C71","M",,773.19
"H03988","STATE 04","C7 ","M",59,772.9
"H03989","STATE 15","C71","M",59,757.85
"H03990","STATE 03","C71","M",59,747.81
"H03991","STATE 15","F71","M",59,735
"H03992","STATE 03","C1 ","M",59,719.83
"H03993","STATE 17","C72","M",59,715.37
"H03994","STATE 02","C71","M",59,715
"H03995","STATE 15","C71","F",59,713.42
"H03996","STATE 02","C2 ","F",59,699.6
"H03997","STATE 15","F1 ","M",59,694.44
"H03998","STATE 04","C71","M",59,686.67
"H03999","STATE 06","C7 ","M",59,680.67
"H04000","STATE 17","C7A","M",59,674.3
"H04001","STATE 10","C7A","F",59,664.41
"H04002","STATE 15","C1 ","M",59,663.04
"H04003","STATE 15","C71","M",59,657.54
"H04004","STATE 07","C7B","F",59,651.82
"H04005","STATE 06","C71","F",,651.52
"H04006","STATE 07","C7 ","M",59,644.68
"H04007","STATE 06","C7 ","F",59,629.78
"H04008","STATE 15","C7 ","M",59,616.07
"H04009","STATE 02","C71","F",59,613.19
"H04010","STATE 15","C1 ","M",59,611.81
"H04011","STATE 07","C7 ","F",59,601.13
"H04012","STATE 15","C1 ","M",59,583.96
"H04013","STATE 15","C7B","F",59,575.42
"H04014","STATE 13","C71","F",59,563.79
"H04015","STATE 07","C71","F",59,537.88
"H04016","STATE 07","C7 ",,59,498.32
"H04017","STATE 07","C7 ","F",59,494.06
"H04018","STATE 12","C1 ","M",59,480.36
"H04019","STATE 10","C7A","M",59,477.9
"H04020","STATE 13","C7C","M",59,470.37
"H04021","STATE 04","C7B","F",59,467.1
"H04022","STATE 15","C1B","F",59,446.47
"H04023","STATE 15","C7B","M",59,445.94
"H04024","STATE 17","C7 ","F",59,433.82
"H04025","STATE 03","C1B","M",59,426.54
"H04026","STATE 02","C7 ","M",59,418.18
"H04027","STATE 15","C71","F",59,396.02
"H04028","STATE 15","C71","M",59,384.41
"H04029","STATE 04","C71","F",59,381.93
"H04030","STATE 15","C11","F",59,377.58
"H04031","STATE 06","C7 ","F",59,375.96
"H04032","STATE 03","C7 ","F",59,367.9
"H04033","STATE 04","C7 ","M",59,365.12
"H04034","STATE 02","C11","M",59,345.08
"H04035","STATE 15","C1 ","F",59,339.92
"H04036","STATE 03","C1 ","F",59,338.31
"H04037","STATE 15","C1B","M",59,338.31
"H04038","STATE 10","C7 ","M",59,334.8
"H04039","STATE 15","C71","M",59,332.55
"H04040","STATE 02","C7C","M",59,328.57
"H04041","STATE 15","C11",,59,322.83
"H04042","STATE 06","C71","M",59,321.62
"H04043","STATE 13","C11","F",59,319
"H04044","STATE 15","C7B","M",59,318.06
"H04045","STATE 07","C7 ","F",59,316.37
"H04046","STATE 04","C71","M",59,313.71
"H04047","STATE 17","C71","M",59,313.25
"H04048","STATE 06","C1 ","F",59,306.85
"H04049","STATE 06","C1B","F",59,305.11
"H04050","STATE 17","C71","M",59,294.63
"H04051","STATE 03","C1A","M",59,291.29
"H04052","STATE 15","C1 ","F",59,288.65
"H04053","STATE 15","C1B","M",59,282.2
"H04054","STATE 04","C71","F",59,265.85
"H04055","STATE 02","C7B","F",59,265.64
"H04056","STATE 01","C7 ","M",59,252.89
"H04057","STATE 13","C71","F",59,250
"H04058","STATE 06","C71","M",59,241.4
"H04059","STATE 01","C1 ","F",59,237.89
"H04060","STATE 15","C7 ","M",59,211.53
"H04061","STATE 17","C7B","F",59,208.01
"H04062","STATE 06","C7B","M",59,196.84
"H04063","STATE 17","C71","M",59,196.13
"H04064","STATE 07","C71","F",59,174.16
"H04065","STATE 15","C71","M",59,164.33
"H04066","STATE 04","C7 ","F",59,160.58
"H04067","STATE 13","C1A",,59,145.75
"H04068","STATE 15","C11","M",59,140.21
"H04069","STATE 06","C71","F",59,113.45
"H04070","STATE 07","C71","M",59,26.23
"H04071","STATE 04","C7B","M",58,11093.69
"H04072","STATE 06","C7C","F",58,10451.04
"H04073","STATE 13","C7 ","M",58,
"H04074","STATE 17","C71","F",58,
"H04075","STATE 06","C71","M",58,7859
"H04076","STATE 17","C71","F",,7318.4
"H04077","STATE 15","F71","M",58,7197.4
"H04078","STATE 17","C7 ","M",58,7108.76
"H04079","STATE 02","C1B","F",58,6356.9
"H04080","STATE 06","C1 ","F",58,6205.66
"H04081","STATE 04","C7 ","F",58,6145.45
"H04082","STATE 07","C7B","M",58,5696.74
"H04083","STATE 02","F71","F",58,5448.32
"H04084","STATE 07","C71","M",58,5275.46
"H04085","STATE 02","C11","M",58,5244.93
"H04086","STATE 04","C7B","M",58,5233.99
"H04087","STATE 02","C7B","M",58,
"H04088","STATE 03","C1 ",,58,5082.13
"H04089","STATE 17","C7B","M",58,4854.55
"H04090","STATE 15","C11","M",58,4451.8
"H04091","STATE 07","C7B","F",58,4355.64
"H04092","STATE 17","C7B","F",58,4320.28
"H04093","STATE 07","C7B","M",58,3924.13
"H04094","STATE 15","C11","M",58,3911.44
"H04095","STATE 15","C7B","F",58,3844.34
"H04096","STATE 17","C7B","M",58,3820.97
"H04097","STATE 17","C7 ","F",58,3732.91
"H04098","STATE 06","C7 ","M",58,3630.97
"H04099","STATE 04","C71","M",58,3610.7
"H04100","STATE 15","C1 ","M",58,3534.16
"H04101","STATE 07","C7B","F",58,3519.15
"H04102","STATE 02","C7B","M",58,3326.62
"H04103","STATE 15","C11","F",58,3296.47
"H04104","STATE 01","C11","M",58,3222.45
"H04105","STATE 15","C1 ","M",,3110.79
"H04106","STATE 15","C1B","F",58,2945.22
"H04107","STATE 07","C7B",,58,2891.32
"H04108","STATE 15","C1 ",,58,2836.4
"H04109","STATE 03","C7 ","M",58,2675
"H04110","STATE 02","C1B","F",58,2668.4
"H04111","STATE 17","C72","M",58,2643.26
"H04112","STATE 15","C7B","F",58,2581.07
"H04113","STATE 15","C7 ","M",58,2498.06
"H04114","STATE 01","C1 ","M",58,2484.38
"H04115","STATE 06","C1 ","M",58,2398.8
"H04116","STATE 15","C7A","M",58,2370.58
"H04117","STATE 07","C7 ","M",58,2342.1
"H04118","STATE 04","C72","M",58,2332.12
"H04119","STATE 02","C71","M",58,2240.97
"H04120","STATE 17","C71","M",58,2211.25
"H04121","STATE 02","C71","M",58,2180
"H04122","STATE 02","C71","M",58,2113.65
"H04123","STATE 17","C71","M",58,2093.62
"H04124","STATE 02","C1B","F",58,2065
"H04125","STATE 15","C1B",,58,1993.37
"H04126","STATE 01","C7 ","M",58,1930.21
"H04127","STATE 10","C71","F",58,1820.4
"H04128","STATE 15","C7 ","F",58,1791.87
"H04129","STATE 02","C71","F",58,1751.23
"H04130","STATE 02","C1A","M",58,1733.4
"H04131","STATE 13","C1B","F",58,1704.42
"H04132","STATE 06","C1B","M",58,1683.41
"H04133","STATE 12","C7B","M",58,1655.67
"H04134","STATE 04","C71","F",58,1641.81
"H04135","STATE 06","C7 ","M",58,1636.11
"H04136","STATE 10","C7B","M",58,1590.34
"H04137","STATE 15","C71","M",58,1581.64
"H04138","STATE 02","C1 ","M",58,1563.5
"H04139","STATE 02","C7B","F",58,1562.29
"H04140","STATE 17","C71","M",58,1541.96
"H04141","STATE 17","C7B","M",58,1539.85
"H04142","STATE 15","C1B","F",58,1535
"H04143","STATE 02","C72","M",58,1531.33
"H04144","STATE 02","F71","M",58,1511.79
"H04145","STATE 12","C7 ","M",58,1477.44
"H04146","STATE 06","C11","F",58,1462.72
"H04147","STATE 04","F71","M",58,1445.95
"H04148","STATE 06","C1 ","F",58,1379.11
"H04149","STATE 02","C7 ",,58,1354.03
"H04150","STATE 17","F7 ","M",58,1331.97
"H04151","STATE 04","C7 ","M",58,1320.02
"H04152","STATE 04","C71","F",58,1318.72
"H04153","STATE 15","C7B","F",58,1289.93
"H04154","STATE 15","F71","M",58,1279.57
"H04155","STATE 02","C7 ","M",58,1272.76
"H04156","STATE 02","C7 ","F",58,1264.6
"H04157","STATE 15","C11","M",58,1250.46
"H04158","STATE 15","C7 ","M",58,1235.43
"H04159","STATE 15","C72","M",58,1222.99
"H04160","STATE 14","C11","M",58,1220.86
"H04161","STATE 15","C1B","F",58,1219.4
"H04162","STATE 15","C71","M",58,1211.34
"H04163","STATE 17","C7B","M",58,1202.08
